id,dialogue
13862384,"Arthur: are you coming to practice today?
Sebastian: of course
Arthur: good
Arthur: Rory told me that you had some kind of injury
Sebastian: just a minor sprain
Sebastian: I should be fine now
Arthur: are you sure?
Arthur: we have our first match next week
Arthur: maybe it's not worth the risk?
Sebastian: nah, everything should be fine
Sebastian: I got it checked yesterday and was cleared
Sebastian: if it won't feel comfortable enough I will just sit this practice out
Arthur: sounds like a plan
Arthur: we cannot afford loosing more players before the match
Sebastian: it's not only Mark?
Arthur: both Steve and Reggie have to work on that day
Arthur: and I'm not sure if Jack is still interested in playing with us
Sebastian: the joy of amateur sports...
Arthur: well, what can we do about it
Sebastian: nothing
Sebastian: besides winning the next match of course ;)
Arthur: I like that plan
Arthur: anyway, I still need to prepare some things so see ya at the practice
Sebastian: cya"
13862535,"Josh: Woo! I got a job!
Josh: At least until the end of the year!
Peter: At the place you were an intern?
Josh: Still am.
Josh: Interning until 17th of May, working properly afterwards.
Peter: Nice!
Peter: Do you think it can last longer then ""until the end of the year""?
Josh: It may.
Josh: It depends on many, many things.
Peter: Well as long as there is a chance.
Josh: I've been unemployed for over a year.
Josh: I'll dance through fire even to get a six month job :D
Peter: Just don't tell them that.
Peter: They might use the idea for the initiation process :P
Josh: :D
Josh: I'm just happy that I don't have to fill out job applications anymore.
Josh: At least until next year :D
Peter: It's like Professor Farnsworth used to say
Peter: good news everyone - and then chaos happens ;)
Josh: I'm slightly mortified.
Josh: I'll need to start filling reports and actually doing something during the day...
Josh: Also slightly longer days, I think.
Peter: And after 2 months of that you'll be like - oh god why do I have to stay here ;)
Josh: Dunno. I suppose getting paid helps with that problem ;)
Peter: It's the only thing that keeps you there :P
Josh: That and free coffee!"
13680677,"Margaret: Have you heard what May just said?
Emma: What?
Margaret: that the Brexit talks are in the endgame.
Emma: God, I really didn't expect it to happen after all.
Margaret: Me neither. I hoped there would be another referendum.
Emma: Me too.
Margaret: I still think they should organise it when the deal is ready.
Emma: This is our last hope.
Margaret: But all the bad consequences of Brexit are already too visible.
Emma: I am only not sure that all those stupid voters understand it. They just think the UK is amazing, no matter what.
Margaret: This country hasn't noticed yet it's not an empire any more.
Emma: But when it wakes up, the hangover will be immense. Sidelined, ignored, powerless, lacking allies.
Margaret: True. Maybe even falling apart.
Emma: I still have completely no idea how they're gonna solve the Irish border problem.
Margaret: I don't think there is a satisfactory solution to that. There will be victims to it.
Emma: I think the Unionists may get mad.
Margaret: Or the Republic.
Emma: Probably they will keep the NI in the customs union with the Republic.
Margaret: But it would actually mean a split with the rest of the UK.
Emma: possibly. That's my presumption.
Margaret: Let's talk in person, we haven't had a coffee for a while.
Emma: Just come over, I am home, doing bullshit.
Margaret: ok, I'll be in 15 min"
13727829,"Daniel: Hi Rachel
Rachel: Hi 
Daniel: I talked to Ben
Daniel: He says you’re not dating anymore
Rachel: So what?
Rachel: Is this why you text me?
Rachel: To get some details about my failed relationship??
Daniel: Not at all
Daniel: I just wanted to see if you were doing fine
Daniel: Me and Amy also split not a long time ago
Daniel: I know it can be really painful 
Daniel: But if you don’t want to talk about it
Daniel: I understand
Rachel: I don’t want to talk about it
Rachel: Are you coming to the party?
Daniel: It’s ok
Daniel: I apologize
Daniel: Yes I will be coming
Daniel: Do you want me to bring something?
Rachel: I have the food, but you could bring something to drink 
Daniel: Will do!"
13682287,"Mike: How did Chicago do last nite?
Pat: Chicago what?
Mike: Fire man!
Pat: dunno.
Mike: How come?
Pat: Its soccer right?
Mike: you not a soccer fan?
Pat: nah. baseball and hockey is wot i luv.
Mike: it's bears and white sox right?
Pat: bears is football. white sox is baseball. 
Mike: and hockey?
Pat: blackhawks. but not doing well right now.
Mike: and bulls used to be better too i guess
Pat: true enough. Jordan times long gone
Mike: u fancy hoops at all?
Pat: not really, not now
Mike: u play tho?
Pat: yeah, I still hit 3 points well enough
Mike: I like to play sometime
Pat: good idea. we need to do meet up one day
Mike: yeah always good to hit the ball"
13816865-1,"John: Hey, James. found accommodation?
James: I am looking for an apartment to rent. what about you?
John: Yes me too.. Since my parents’ house is so far away, I need to find an apartment closer to school. I thought you were going to stay at the school dormitory.
James: I still have not decided whether to stay at the dormitory or not. I am looking at different options to find the cheapest lodging.
John: So, what are you looking for?
James: All I need is a place big enough for my bed, my desk and my television. 
John: Me too. 
James: How long have you been looking?
John: I just started this week. Since school is going to start next month, I figured I better start the process as soon as possible.
James: It is not easy to find an apartment to your liking that does not cost a lot. I 
John: Really? Is it that difficult to find an apartment?
James: No, it is just that everything I like so far is too expensive and way beyond my reach.
John: Is it because they are very close to school? I heard that the closer they are to school, the higher the rental cost.
James: Maybe that is the problem. Since I do not have a car, I need to find something close to school. 
John: Have you thought about sharing an apartment? If you want, we can find a two bedroom apartment and share it. It may be cheaper that way.
James: That could solve our problem.
John: Wait! Maybe we should talk this over before we decide.James: Right. For this plan to succeed, we need to come up with some sort of agreement or set of rules.
John: Here is my first question: What do you do during the weekdays?
James: I have to go to work from 8:00AM to 12:00PM, and then I have school from 1:00PM to 5:00PM. After that I plan to go home, eat dinner, and work on my school assignments. How about you?
John: Well, I have class from 8:00AM to 10:00AM, and then I go to the library to work until 2:00PM. After that, it is school again until 4:00PM. I plan to stay on campus until 6:00PM to work on my computer projects, and then go home to work on my other classes’ assignments.
James: It is my turn to ask the second question. Do you plan to have your friends over at the apartment very often?
John: No, not on weekdays. I want to finish my homework during the weekdays as much as possible. I think half of my weekend will also be reserved for homework. If my friends do stop by, it will probably be during the weekend.
James: Good, I plan to do the same things during school time. I also plan to visit my parents during the weekend. My mom is a great cook.
John: My parents’ house is too far to visit once a week. I will go home to see them and my little brother during the holidays. I need to be happy with whatever foods I cook.
James: It seems that sharing an apartment with you may work. Do you want to try it?
John: Yes. Let’s go in and take a look at this one."
13818087,"Joanna: I changed my fb pic and some of my fb 'friends"" started to hate me :(
Matt: how many friends have u got?
Joanna: about 2000
Matt: isn't normal then?
Joanna: yeah, but these r pple who can be my clients...
Matt: so why do u have them on fb?
Joanna: because I post a lot about what I'm doing also on my private fb
Matt: I see, but then u have to be neutral if it comes to politics I guess..
Joanna: I can't, I really hate this government!
Matt: me2, but for now we have to live here
Joanna: but it will be worst and worst....
Joanna: they're destroying evetyhing! just to buy some votes
Matt: I know, but pple in this country r so stupid that can't see it
Joanna: Indeed, even normal pple, with a degree who can be my clients...
Matt: well posting about politics is always risky...
Matt: u never know what can happen....
Joanna: true...
Joanna: I'm afraid it is not only posting
Joanna: coz they can also yr events on fb... 
Matt: i think u can hide yr events list
Matt: look <file_other>
Joanna: great! I will do it now!
Matt: ok, good luck!
Joanna: thx <3 "
13828946,"Kailey: <file_photo>
Kailey: so i guess that's the end of my good day ;/
Cristina: whaaaa
Cristina: what a nuisance!
Kailey: yeah, right?;/
Kailey: i blocked him on fb, on messenger, whatsapp
Kailey: last week i added him to the black list on my phone
Cristina: shit
Cristina: don't you think sth should be done about it?
Kailey: what do you mean?
Cristina: idk. have you told Misch?
Kailey: not about this one. 
Kailey: last week i did
Kailey: he asked me if i wanted him to call him
Cristina: and?
Kailey: I don't know.. do you think he should?
Kailey: I really don't want to drag him into this
Cristina: K, he's your husband! He's been dragged the moment you married him 7 years ago! ;D
Kailey: well, maybe you're right
Cristina: sure i am! tell him
Kailey: and then what?
Cristina: i don't know
Cristina: he'll probably beat the shit out of him xD
Kailey: exactly... i'm not sure if it's the right thing to do
Cristina: K, you've told him like a thousand times to fuck off
Cristina: and obviously he doesn't get it
Cristina: maybe it's the only way
Kailey: ouf... ok. i'll tell him tonight. i'll let him decide what to do
Cristina: that's the spirit!"
13729324,"Jules: Hi there!
Anna: Hey, I meant to contact you yesterday :)
Anna: Any suggestions or preferences? 
Jules: are you talking about the birthday present?
Anna: Yes :) 
Jules: elsa accessories would be ok
Anna: great, thanks!
Anna: and how are you doing these days? 
Jules: we're good thanks
Jules: i've changed my working hours and now I only work 7hrs
Anna: super!
Jules: I can pick her up earlier and she isn't so tired
Anna: sure
Jules: And how are you doing?
Anna: good, thanks
Anna: I'm busy studying for the exam 
Anna: it's on Friday
Jules: So soon?
Anna: Yeah
Jules: Ok, I don't want to distract you from studying ;) 
Jules: Good luck and be in touch, girl!
Anna: Thanks, speak to you soon"
13611618,"Emma: have you watched infinity wars
Bryce: yeah, last week with my bro
Emma:  oh, how is it
Bryce: so lit dear, download it Asap!
Emma: ok then, cindy is such a spoiler
Bryce: haha, why
Emma: she's been singing to my ears all day about the movie
Bryce: hahahahaha..
Emma: haha
Bryce: so, we hangout on friday?
Emma: not sure, but i'll let you know
Bryce: OK then
Emma: but i'll let you know by wednesday
Bryce: cool, we'll talk later
Emma: maybe at night, i'm off to town
Bryce: with your mum?
Emma: no, just sis
Bryce: ok then
Emma: later
Bryce: later"
13863076,"Lucas: yo! 
Evan: hi!
Lucas: what's up?
Evan: just chilling
Evan: had a busy day
Lucas: work?
Evan: I wish
Evan: my car broke down again
Evan: so I had to take care of it
Lucas: you should replace that piece of crap
Evan: I'm planning to
Evan: just need to save some money first
Lucas: stop repairing your old one
Lucas: you'll save a lot that way :P
Evan: maybe
Evan: but I still need to drive to work
Lucas: what about public transport?
Evan: there's like one bus that goes there
Evan: twice per hour
Evan: not really convenient
Lucas: sucks to be you :P
Evan: I know..."
13821143,"Jerry: Guys, tomorrow we’re having the last class this year. Wanna go out for a beer after the classes?
Jerry: Let me know what u think about it
Kate: I have a train to Boston tomorrow at 6 p.m. Do u propose to go out somewhere near the university?
Michael: I’m in 😊 Last week we were with Mike and Susie at John’s. We were waiting for our order for half an hour but it was great to be able to meet…
Jerry: I was thinking about a pub somewhere in the downtown…
Mike: Yes! Let’s meet in a really nice place, not where we’ll have to wait ages for our order!
Patricia: Guys, I can’t meet this weekend, sorry ☹
Frank: Me neither, soooory!
Jerry: I’m just thinking that if we can’t meet this weekend maybe in two weeks’ time?
Patricia: I’m away in two weeks ☹
Kate: I can’t guys, sorry!! I’m in Boston
Frank: What would you say if we meet on Wednesday?
Mike: Sure, Wednesday is perfect for me!
Michael: For me too!
Jerry: Ok then, who can meet on Wednesday at 7 p.m.?
Kate: Well…I’m away, guys 
Patricia: Ok, I’m in 😊
Mike: Me, too!
Jerry: Me, too
Frank: And me!
Jerry: Great! Let’s meet at the entrance to our university on Wednesday at 7 p.m.
Mike: Ok!
Patricia: Sure!"
13727570,"Emma: ready for Rome? <3
Pat: packing now :D 
Emma: only 1 suitcase?! 
Pat: I know :( Hard choices ahead of me :D
Emma: It's just a few days, don't go crazy :D
Pat: I can always shop there :D
Emma: exactly!
Pat: so do you think I can wear heels there?
Emma: Well, there's a LOT of cobblestone there... did it once and was miserable the entire time lol
Pat: It's only like 300m to the restaurant
Emma: Oh then you should be fine. Which one did you book?
Pat: You know I wanted the one with 2 michelin stars but it wasn't available...
Emma: oh no! I hope you found something else?
Pat: Of course :D I booked a table in this cute place overlooking the Colosseum <3
Emma: How romantic <3 so jealous... 
Pat: You've been to Rome a million times!!!
Emma: I know... but it's been ages... and never on a romantic getaway!
Pat: You should tell Frank to take you somewhere
Emma: I know, we've both jsut been so busy, maybe next month
Pat: I hope so!
Emma: SO you have a perfectly planned itinerary for Rome?
Pat: You know it! :D "
13680648,"Rose: My dog Balzac has just run away!
Rose: I don't know what to do! Help me, please! :(
Rose: I must have him back, it's my friend...
Donald: Damn, how it happened?
Rose: I was playing with him outside like many times before
Rose: And suddenly the other dog appeared on the street, I haven't seen it before
Rose: Balzac noticed it and run off in its direction
Rose: They started to play and they seemd to be making friends with each other
Rose: Can you believe this?
Rose: And they say that dog is a man's best friend!
Rose: What a traitor! I should have called him Brutus, this is what he deserves
Rose: But I have to find him anyway, it was also my sister's dog. Wendy won't forgive me that I lost him...
Donald: First of all - calm down
Donald: Now tell me, have you been looking for the dog in the neighbourhood?
Rose: Sure, i checked the entire area of my neighbourhood, asked people
Rose: Nobody has seen them
Rose: Wendy will be here any moment... She should be on her way back from the classes right now
Donald: Ok, wait
Donald: I'm coming to you right now
Donald: I'll be there in 15 minutes
Rose: Donald wait!!
Rose: Wendy has just entered the house
Rose: And guess what!
Rose: With Balzac!!
Rose: Ok, I must go and explain what happened
Rose: Thanks a lot for your help! :)
Rose: Bye!
Donald: I didn't actually do anything haha
Donald: All's well that ends well :)
Donald: Bye bye"
13681958,"Tim: yo Chris
Tim: HOLY SHIT
Tim: you won't believe!
Chris: Daamn
Chris: You definitely are excited
Chris: Fire away
Tim: my parents are going to Spain
Tim: FOR 2 WEEKS!!!
Tim: they expect me to take care of the house
Tim: guess what my first thought was
Chris: I had to read what you have written twice
Chris: You lucky fucker!
Chris: Or maybe not that lucky
Chris: We'll see after the party :D
Chris: Cuz party was of course your first thought, right?
Tim: it sure was! :D
Tim: start to prepare for the best house party you have ever had!
Chris: I'm in dude!
Chris: I think you'll need some help
Tim: right
Tim: but there's still a few days left
Tim: I'll plan everything first
Tim: for now I only want to ask you if you can lend me your fricking speakers for some time?
Tim: I'll make sure they're safe of course
Chris: You got it dude!
Chris: This is goin to be my contribution!
Tim: awesome!
Tim: talk to you soon then
Chris: sure
Chris: pizzout!"
13681800,"Konrad: Is it going to be your first trip?
Tom: Yes
Konrad: So how are you feeling?
Tom: Nervous
Konrad: I hope that will go away when u get to know all the people here 😊
Tom: Yeah, I’m nervous about meeting people.
Konrad: Well, I know this feeling.
Konrad: Let’s hope that it will not be that big problem tho.
Tom: Do you live in the city?
Konrad: 5 mins by car.
Konrad: Do you have any allergies or don’t like some specific food?
Tom: No, I eat anything 😊
Konrad: Cool then 😊
Tom: What sort of food would yo have for dinner?
Konrad: Well, I guess normal things like chicken. Potato, salad.
Konrad: But maybe like spaghetti or something?
Tom: Didn’t think you had potatoes.
Konrad: Casual things
Tom: Like us so
Konrad: Lol I eat them almost every day :D
Tom: I love potatoes
Konrad: Yaaas
Konrad: And will be interested in playing voleyball?
Tom: I’m not very good at sports but I will try even though I will be very bad
Konrad: Because we are able to rent a hall for us to play and just chill with music
Tom: Sounds cool
Konrad: So could you take with you sport clothes, I mean like t-shirt, shorts and trainers.
Tom: Yeah, no problem
Konrad: Well, it will not be a problem if you go in your casual clothes but I think this will be just better"
13828758,"Mary: hello! good morning!!
Michael: good morning to you too
Mary: how's work?
Michael: boring, as usual
Michael: the office is almost empty today
Mary: you should do the new york times puzzle
Mary: that entertains me in boring times
Michael: nah it's not for me
Mary: why?
Michael: it makes me feel dumb
Michael: i never understand the clues
Michael: lots of mistakes, lot of trial and error
Michael: hate it
Mary: i do it every morning!!! :-D
Mary: I like to think it keeps my brain sharp
Mary: i'm about to finish it though but i need your help
Michael: let's see
Mary: what's a four letter word for russian refusal
Michael: mmmmmmm
Michael: let me think
Michael: I KNOW THE ANSWER!!!!!
Michael: it's nyet!!!
Mary: thanks so much! i can finally finish this puzzle
Michael: you're welcome
Michael: it seems I'm not so dumb after all"
13728621,"Rachel: Hi, how are you doing?
Charlie: good, but super busy
Rachel: are you in town?
Charlie: no, in the US
Rachel: wow, you travel all the time
Charlie: This is my job
Rachel: I envy you this life style
Charlie: I worked long to be able to live like this
Rachel: I know and you deserve it
Rachel: Where in the US are you?
Charlie: New York
Rachel: My favourite city in the world
Charlie: yes, it's amazing, I like it too
Charlie: just crazily expensive
Rachel: I know, I spend there 200$ per day usually
Charlie: so one can't really stay too long in New York 
Rachel: until you earn 3000$ per month
Charlie: Exactly
Rachel: so when are you coming back?
Charlie: in a week
Rachel: great, so we have to go for a coffee!
Charlie: we will!"
13730993,"Frank: Okay... so how long does it need to be? 
Alice: She didn't say. I'm guessing she just wants us to choose something then do it. :/
Frank: Right... :/ so do you have any ideas? i was thinking maybe Romeo & Juliet?
Alice: Every1s gonna be doing R&J
Frank: true -_-
Alice: I was actuallythinking maybe Macbeth - you know that scene with the 3 witches (""double double toil and trouble"")?
Frank: Oh yeah sure :D I'll go get my stuff - brb!
Frank: Let's do this!
Alice: Great! :D
Alice: Okay, so we have ""Thrice the brinded cat hath mew'd."" - I was thinking of something like: ""Oh look, the brinded cat miowed three times - think it means something?"" (wtf does brinded mean??!)
Frank: ooh I like that! :) i think it means tawny :)
Frank: then: ""Thrice, and once the hedge-pig whined. Harpier cries, “'Tis time, ’tis time."" - I was thinking something like: ""Really? The hedgehog only whined once! Although this guy Harpier did tell me it was time...""
Alice: :D haha!
Alice: Then we have (oh boy): ""Round about the cauldron go, In the poisoned entrails throw. Toad, that under cold stone, Days and nights has thirty-one, Sweltered venom sleeping got, Boil thou first i' th' charmèd pot.""
Frank: how bout - ""Lets make our potion and dance around it! I say we throw in that toad that's been lying under that rock for the past month - it looks poisonous!""
Alice: You're brilliant! (How on earth did you come up with that??!) 
Alice: ""Double, double toil and trouble; Fire burn, and cauldron bubble."" - I wrote: ""Double the work and double the trouble, let this fire burn so our cauldron can bubble""
Frank: Very nice ;) I covered a bit of Shakespeare at Drama class. :) btw, you are getting this down right?
Alice: yeah - gotta say this is kinda fun :) we make a good team
Frank: as if there was any doubt ;) but moving on - i've got an idea for the next part:
Frank: ""Toad's not enough! We need to add more - pass me that a newt’s eye and frog’s toe. Maybe we can add some bat fur, a dog’s tongue... I also wanted the forked tongue from an adder, maybe lizard’s leg and an owl’s wing? That should do the trick! now our potion will truly be horrendous MWAHAHAHA!!!""
Alice: Alriht Shakespeare, no need for you to get carried away :) but I like what you wrote :) not quite so sure about the mwahahaha bit... :P
Frank: why not? Every villain needs an evil laugh :P 
Alice: fine, you win :P "
13716734,"Andrew: wow, weekend! finally!
Andrew: this week's been pretty hard
Nicky: yep, it was
Nicky: work work work
Andrew: we're starting a new project next month
Andrew: and we do everything at a last moment, as usual ;)
Rick: yeah, its always like that
Rick: they dont usually plan in advance
Nicky: they dont seem to learn their lessons;)
Andrew: thats the point
Andrew: anyways, I hope to have a good rest
Rick: yeah, me too!
Nicky: Im just gonna do nothing!
Nicky: :D
Rick: good idea!
Andrew: Me too, I really need a break
Andrew: sleep, in the first place
Andrew: see kids
Rick: ok take care guys!
Nicky: talk to U later!"
13821409,"Maddie: I’m coming! 🦄❤
Aurelia: Maddie, sooo cool that you‘re joining! Did you book your flight?
Maddie: Yeah, just booked it. Crazy 😂.
Dan: Yes I am also amazed!
Dan: Haha nice!!
Aurelia: 🔥🔥🔥
Caleb: <file_photo>
Caleb: Get that boat stocked Dan ✅😉
Dan: Bring you own booze
Dan: But I can bring a lot of Heineken if you want 😉
Dan: And some wine for the ladies
Dan: Did you book your flight Caleb?
Caleb: Haha no Heineken, only drinking cuz it’s in the fridge 😬
Caleb: I will later, shall we book a hostel?
Dan: Heineken is OK, not the best beer indeed I must agree
Dan: A hostel?
Dan: You don’t want to stay in my fancy apartment?!
Dan: You guys are welcome at my place
Dan: We just need to take cabs because I can’t drink and drive ofc
Caleb: It is not supposed to be a crazy weekend... all the Dutch not drink and drive during these days 😜
Caleb: Ok cool thanks for the offer 🔑
Dan: Only cabs on the road 😂"
13731421,"Brayden: did you get any valentine day's cards this year?
Sarah: yup!!
Sarah: loads
Sarah: none of them from guys i like though, lol
Sarah: ¯\_(ツ)_/¯
Brayden: i've gotten none
Brayden: not a single one
Sarah: i guess nobody likes you
Brayden: ha ha very funny
Sarah: just kidding!
Sarah: weren't you going out with that girl...
Sarah: what's her name...
Sarah: valerie?
Brayden: we stopped seeing each other a while ago
Sarah: why?
Brayden: we didn't have a lot in common
Brayden: in fact i think she actually disliked me ;-P lol
Sarah: good riddance
Sarah: you'll meet someone amazing
Sarah: mark my words
Brayden: ( ͡° ͜ʖ ͡°)"
13818511,"Joanne: What are your plans for the holidays?
Evelyn: Nothing. I’ll stay at home and rest.
Joanne: You must be exhausted after the past few weeks
Evelyn: It’s been hectic
Joanne: I’m going back home.
Evelyn: To France?
Joanne: Yes. Not that I want to go…
Evelyn: Why? You always liked spending Christmas with your family.
Joanne: I did. But my parents separated a few months ago
Joanne: It is still pretty tense…
Evelyn: I’m sorry to hear that
Joanne: My dad left my mum for his secretary
Joanne: Such a cliché 
Joanne: My mum is devastated
Joanne: So I’m basically going to cheer her up 
Joanne: It’s really hard for her now
Joanne: For me it’s also not easy
Evelyn: I can imagine!
Evelyn: If you want to bring your mum over here we could spend Christmas together.
Joanne: Thanks, that’s really sweet. But I don’t think she’s in a condition for that. She’s been very depressive lately. "
13681666,"Rodney: How're you doing at college?
Jim: I'm doing ok, I guess.
Rodney: Cool. Tell me about it a little more.
Jim: Well, the campus is pretty cool, we have like everything here. Fast food places, campus store, copy centre, a big library, a music shop.
Rodney: A music shop? Cool. You mean like instruments and not CDs, right?
Jim: Yeah :) No one buys CDs anymore!
Rodney: I knew that. How about your classes? Are you falling behind or keeping up? :)
Jim: Most of my classes are ok. I'm falling a little behind in my Biology class, but that's because I was sick last week. For the most part I'm pretty proud of myself :)
Rodney: Sounds good.
Jim: Our professor for Creative writing is really cool! He's written some fiction books. Maybe you've heard of him. His name's Caleb Risztardt.
Rodney: No, but I'll check it out on Amazon, and maybe download a sample.
Jim: His classes are always fun, and plus you know I like writing, so it's a chance for me to transcribe some of my creativity onto paper. It will definitely spur my songwriting abilities forward.
Rodney: That's good to hear! It's always easier to learn something if you like it. Are you still living with Tracy and Frank?
Jim: Yeah, but it's getting harder for us to get along.
Rodney: What do you mean? 
Jim: You know how I'm such a soft sleeper. They come home very late on the weekends and wake me up. Sometimes they even go out during the week and come home late. I mean, sometimes I go along with them, but lately it's getting to be a little too much.
Rodney: Maybe you should mention something.
Jim: Maybe I should, but I don't want to start an argument.
Rodney: I understand, but I'm sure there's a delicate way of saying it.
Jim: I'll think of something, but if my eyes start closing during lectures, I'll definitely let them know how I feel.
Rodney: Maybe I'll come visit you next month. Do you think there would be room for me for like 2 nights?
Jim: Yeah, we can always make room. You know you're always welcome :)
Rodney: Ok, thanks.
Jim: Listen, I have to leave for a class soon. I'll talk to you later, ok?
Rodney: No problem. I gotta go too. Take care.
Jim: You too."
13818342,"Juliana: Have you seen ""Beautiful Boy""? It's in theaters now.
Lucy: Yes, I have and I absolutely LOVED IT!!
Lucy: And you? Have you seen it?
Juliana: I haven't yet, but I really want to and I'm looking for some company. :)
Lucy: Hmm, actually I can go to the theatre with you and see it once again, if you want to. :)
Juliana: That would be great! :D
Juliana: Wow, this movie is that good? :o
Lucy: YES, it really is!! :) Great screenplay, breathtaking shots and Steve Carell, who was a-freaking-mazing!
Lucy: And, well, you know how much I love Timothée Chalamet. <3 :)
Juliana: Oh, yes, I DO know that. :D
Juliana: I can't imagine Steve Carell in a movie like this. :o
Juliana: I've always associated him with more of a comedic repertoire.
Lucy: I was surprised too, but believe me, he stole the show. He was even better than my beloved Timothée. ;)
Juliana: Wow, then he must have been extraordinary! ;)
Lucy: He was. :) So, when are we going?
Juliana: Tomorrow? What time do you get off work?
Lucy: At 6 p.m. And you?
Juliana: At 5.30 p.m. I can pick you up from work, if you like. :)
Lucy: Yay! :) See you soon then! :*
Juliana: Ciao! :*"
13829952,"Austin: dude, this is hilarious
Austin: <file_video>
Charlie: whats that about
Austin: did you hear of that guy from India whos suing his parents?
Charlie: no, why is this important?
Austin: watch it
Charlie: woahhhh this guy is crazy
Austin: he has a point though
Charlie: how can you sue your parents just because they decided to give birth to you.
Charlie: i mean i get it, its logical that you didnt agree to be born because you didnt exist so they couldnt ask you
Charlie: this is so messed up dude
Austin: im just curious if hes gonna win it
Charlie: never heard of such a ridicolous case
Charlie: props for showing me that hahaa
Austin: im always there for you
Austin: to show you the craziest sheit of the internet
Charlie: do you remember the man that was old and felt as if he was 40? 
Austin: of course i do
Austin: just googled it
Austin: it was a dutch guy whos 69, and feels 20 years younger
Charlie: loool
Charlie: one day i will win the internet too
Austin: good luck with that
Charlie: cheers!"
13681932,"Izzy: I'm taking the kids to Wonderland today. Do you think you and the kids might want to come?
Heather: That would be awesome. I'm sure the kids would love it. What time would you be leaving?
Izzy: Around 10. You know it's like a 1.5 hour ride away, and the sooner we get there, the better. The kids hate waiting in lineups for rides.
Heather: Ok, I'll get my sleepy heads out of bed. It's Saturday, so they're catching up on some sleep, but as soon as they find out, I'm sure they'll pop right out of bed :)
Izzy: Cool, we'll have a great time together. And I'm taking you on the Leviathan ;)
Heather: No way, you couldn't get me on that thing if you paid me!
Izzy: Come on, you can close your eyes throughout the whole ride. 
Heather: Nope, sorry
Izzy: Ok, then maybe some smaller coasters just to get you started, then we'll work our way up to the mega coasters.
Heather: We'll see, but I'm not promising anything.
Izzy: Do you have any entrance coupons?
Heather: No, but I heard that you can buy them from Costco for like 40 per ticket.
Izzy: Ok, I'll go online and let you know. I just hope it doesn't rain. When it rains, they usually close down the rides.
Heather: Oh, that sucks! Why do they do that?
Izzy: They're probably afraid of lightning strikes.
Heather: Are we taking your car? It fits 7!
Izzy: Yeah, we can save on gas. Plus, the parking is extremely expensive.
Heather: What is it now, 20?
Izzy: Yeah, unless they increased it since last year.
Heather: Ok, we can split it, of course. 
Izzy: OK, we'll be ready before 10. I'll buy the tickets from Costco. I see that they're available. At least we can save a little. At the entrance it's like 55.
Heather: Ok, hey can you print out my tickets. I don't have ink for my printer.
Izzy: Yeah, sure. Just send me the PDFs once you buy them.
Heather: Great, thanks a lot."
13863160,"Meg: Hey I've just had a call from the police
Meg: They want me to come and answer some questions... But it was strange
Jay: What questions?
Meg: They told me it was a case agains my ex boss
Meg: From a school where I worked years ago
Meg: I haven't heard from the guy for like 7 years
Jay: How did they get your phone?
Meg: They told he gave it to them
Jay: ???
Meg: Apparently he said I could answer some questions as a witness
Jay: What's the case?
Meg: No idea! They wouldn't tell. Plus they say that his lawyer is going to be there
Jay: Wtf?
Jay: That's odd
Meg: I know!
Meg: I was in a hurry and confused and the policeman told something about the court... that they were asked by the court to talk to me
Jay: And where is it?
Meg: I've written down his name, address etc
Jay: Is it a real police station?
Meg: Yes I've checked
Meg: But this is so strange... And his lawyer? What for?
Jay: Don't worry call Adam if you want to make sure it's okay for you
Meg: Maybe I'm overreacting
Meg: I just don't know what to expect
Meg: OK I'm going to talk to Adam first thing in the morning
Jay: Was there anything wrong about the guy back then?
Meg: No it was perfect, actually one of my best jobs ever
Meg: OK thanks Jay"
13820680,"Lisa: how about going to Greece this summer?
Matthew: We've actually planned it already with Anthony
Anthony: But you can join us Lisa
Matthew: Yes, sure!
Lisa: so where do you want to go
Matthew: a bit of everything. We want to spend 5 days on Rhodes, then 5 in Crete, 4 in Athens and rent a car and go north to Thessaloniki 
Lisa: I like it a lot! 
Lisa: A bit of beach, a bit of culture 😍
Matthew: exactly, that was the plan!
Lisa: and you're flying back from Thessaloniki?
Matthew: Yes
Matthew: But there is a small problem
Lisa: what is it?
Matthew: we're going for 3 days to Athos
Lisa: whatever, I like everything hahah
Matthew: it's a republic of monks, women are not allowed there
Lisa: WHAT?
Anthony: 🤷🏻‍♂
Lisa: ok, i've google it. It's outrageous in the 21st century
Anthony: sure it is, but what can we do about it?
Lisa: I can stay in Thessaloniki when you're there
Anthony: that's perfect
Lisa: come over to my place tonight, we will discuss the details
Anthony: perfect
Matthew: 👍"
