dialog_id,summary_piece,position_index
13717224,Julie wants to start baby led weaning.,0
13611790,It's nesting season for birds.,0
13611790,Renee and Manuel watch them build nests.,1
13611790,Some birds are unsuccessful in their endeavours.,2
13611790,Some make a lot of mess.,3
13611972,Agnes is bored and has nothing planned today.,0
13611972,Derrick does market analysis.,1
13611972,Derrick recommends ''Gone Girl''.,2
13611972,Agnes is interested in it as an audiobook.,3
13716464,Maria and Peter had sex last night.,0
13716464,Maria reckons he's sensitive and caring.,1
13716464,Gabi and Geri are happy for Maria.,2
13681410,Factory bathrooms must be used till construction work is finished.,0
13681410,"A few people have used the loo while the works were ongoing, which is disgusting.",1
13681410,Suzanne will circulate the notice.,2
13681410,Construction work is going to take longer than planned.,3
13716039,Bryan and Jessie are coming to Anthony's party.,0
13716039,Anthony is sad that Lilian won't make it.,1
13727875,"Barb has to organize her sister's baby shower, but she hasn't prepared anything.",0
13727875,Emma is going to help Barb.,1
13727875,"Emma will organize catering, games and decorations.",2
13731122,Josh is about to fly by plane.,0
13731122,He is annoyed by other people taking his seat.,1
13731122,Josh and Rani love each other.,2
13728416,Michael is preparing an assignment for tomorrow.,0
13728416,John forgot about it.,1
13728416,John has to write an essay of 500-600 words on patriotism.,2
13682256,Kate didn't get in the school exchange to the USA.,0
13682256,Lennart didn't want the basketball scholarship.,1
13681737,Peter and Gabe want to go to The Rolling Stones' concert on June 6th.,0
13681737,Peter's cousin works at the ticket master but he cannot help them with getting the tickets.,1
13611571,Anne is dating some dude.,0
13611571,Nadia found out from Jason he dated Anne and some other girl called Alexis at the same time.,1
13611571,He liked Alexis better but she refused him.,2
13611571,Anne is furious but promises to act as she didn't know anything.,3
13716407,Lisa is planning Susan's birthday party next Saturday at 8 pm.,0
13716407,Tom will take care of booze.,1
13716407,Tom and Tony will chip in for a ticket and Lisa will buy it as a gift.,2
13818387,Jacob's wife forbids him from seeing Oscar tomorrow.,0
13612087,Lucy is in Marrows looking for a blouse to go with a skirt she got from her mother.,0
13612087,She was at Gap in High Street but didn't find anything.,1
13612087,"She tries on several blouses and finally, after sharing a video with her mum, decides to get a cream silky one for 43$.",2
13612087,Her mum will give her the money back.,3
13862736,Madeline won a few hundred euros at EuroJackpot.,0
13862736,She and Ava will eat at an elegant restaurant at 6 to celebrate it.,1
13611371,Layla is busy and has a lot of work.,0
13611371,Alex suggests going to Athens together.,1
13611371,"Alex wants to go by plane, from Friday to Tuesday.",2
13611371,The price for flight and accommodation (Psyri hotel) is very low.,3
13611371,Layla will book the hotel.,4
13611371,Alex will book the tickets.,5
13727995,"Beth has been working a lot lately, she'll be working on Christmas and on New Year's Day too, she has almost no free time, but at least the salary is good.",0
13727995,She's thinking about a new job.,1
13727995,Jenny works at Samuel's and she likes her job.,2
13727995,They will try to meet for coffee when Beth has the time.,3
13830063,"Hillary and Greta will go shopping for monochromatic, dark trousers with wool size 8 for Greta.",0
13830063,They will go on Wednesday after work.,1
13819614,Curtis wants to throw a stag party for Chris.,0
13819614,He consults with Chris over the phone and he likes the idea.,1
13819614,Alexander suggests hiring strippers.,2
13819614,Emory wants to discuss their plans over drinks.,3
13819614,They will meet at 8 pm on Saturday at the market square.,4
13819614,Alexander will be 30 minutes late.,5
13863008,Kelly needs help with her stitching.,0
13863008,Stephanie will help her tomorrow at school.,1
13829774,Brad and Margaret are planning a conference for the 8th and 9th of March.,0
13829774,"Margaret booked the venue, Brad is chasing the invitations.",1
13829774,"Accommodation, catering and volunteers are still to be done.",2
13820620,"Steve, Mark and Greg are going to see a movie.",0
13820620,The cinema they chose only offers a 3D version with subtitles and a 2D version with dubbing.,1
13820620,Mark has 3D cancelling glasses.,2
13820620,"Steve, Mark and Greg decide on the 3D version.",3
13682515,Joel has sent Mark a video from their youth and they bond over shared memories.,0
13682515,Joel plans to invite all the people featuring in his video for a reunion.,1
13682515,Joel will get back to Mark with more details soon.,2
13681846,The wife of Beth's brother died yesterday of a bee sting.,0
13819344,Jeff is scared to go to Michaela's party.,0
13819344,He knows his mad ex girlfriend Ashley will be there.,1
13819344,His friends don't want to distract her.,2
13819344,Jeff decides he'll get drunk.,3
13819842,Tommy likes Sheila and he wonders if Stanley is hitting on her.,0
13819842,Elsie thinks Sheila likes Tommy too.,1
13819842,Tommy is going to ask Sheila out.,2
13728698-1,James and Mia want to go to an art exhibition tomorrow.,0
13728698-1,James wants Amelia to go with them but Mia isn't sure about it.,1
13728698-1,James and Mia will go to his place afterwards.,2
13681869,Harry will be there in 2 minutes.,0
13863236,Jess is frustrated with sociobiology and other classes.,0
13819997-1,Dave will stay at Marciano's house at the beginning of the next month.,0
13819997-1,Dave started going to events like pottery classes.,1
13819997-1,Marciano is going to tell Tina about Dave.,2
13729111,There is a new show with Ruth Wilson.,0
13729111,She plays Alice on Luther as well.,1
13729111,Darcy watches it on iplayer.,2
13818744,"Mick's never done any student exchange before, but Amka did.",0
13818744,"Mick had a plan to go to London for Halloween, but he's not going because of his grandma's health problems.",1
13818744,Amka will stay in as well.,2
13818744,Mick tells Amka about Halloween in Poland.,3
13680642,Becky doesn't know if she can make it home for Christmas.,0
13680642,Her work requires them to work on the Christmas Day or the New Year's and they need to figure it out.,1
13729856,Tobias wants to buy a car.,0
13729856,Dave offers him an Audi at a good price so Tobias is going to take it for a test drive on Saturday.,1
13681289,Lisha's computer appears to be broken.,0
13681289,Rasha will check if the electronics shop in her area can help.,1
13681289,Rasha will lend Lisha her computer.,2
13681289,Lisha needs it to finish her report on aboriginals.,3
13730720,Paddy and Leslie are going to a staff function tomorrow in the Brasilia.,0
13730720,"Leslie's husband will drop her off and Kirk, Paddy's partner, will drop Paddy off.",1
13730720,They think students wear too much make up.,2
13730720,Leslie hopes Amy keeps her as a teacher instead of Robyn.,3
13611765,Brandon and Sheila want to see New Queen movie.,0
13611765,Sheila wants to go out as a group to prevent her mum freaking out.,1
13611765,Brandon will ask Kayla and Brent to join them.,2
13728630-1,Anna needs to buy about 20 Christmas cards.,0
13728630-1,They are too expensive in Empik.,1
13728630-1,Beatrice recommended Anna to buy them at the post office.,2
13728630-1,She's going there now.,3
13681198,Diana really needs Susan to join her at a meeting where Diana's ex is going to be with his new wife.,0
13829212,Joel was confused in some of the games he tried recently.,0
13829212,He was not confused in Brutal Legend.,1
13829212,Both Jay and Joel enjoyed it very much.,2
13829212,They killed themselves there many times.,3
13829212,The game has a metal soundtrack.,4
13829212,"Jay has a dull saber close to his desk, so he's not afraid of zombies.",5
13681460,Iris's still in town for 2 days.,0
13681460,"She's planning to buy the Nina Ricci pink apple for Flo, a small coffee machine for mum, a Brook saddle for her brother in law, a small travel clock for Ted and a cap for FR.",1
13681460,"She has venaison and smoke salmon planned for meals, Diana will bring foie gras and oysters.",2
13716281,"Marisa, Luke, Austin, Emilia and Doug have a test tomorrow.",0
13716281,Lopez sent the presentations 3 weeks ago and they were found in the trash folder.,1
13716281,Next time they should remember not to delete forwarded emails from their private inboxes.,2
13811850,Polly and Ryder will try to save money and get a visa for the Sydney show.,0
13730274,"Seb missed the last race of the season, but he did see Will Smith and Hamilton and he loved it.",0
13680495,Caron's car broke down.,0
13680495,Jenny Morris Sharpei will have Luna from Thursday to Monday.,1
13680495,Caron will bring Luna over with Andy.,2
13680495,Caron came back and will pick Luna up around 10:30.,3
13680495,Jenny Morris Sharpei will visit Caron next week.,4
13821053,"Amanda's name means ""worthy of love.""",0
13821053,"Jeff's name means ""peaceful pledge.""",1
13821053,"Steven's name means ""crown.""",2
13821053,It's a Greek name.,3
13821053,"Camile's name means ""born free,"" ""noble"" and ""the perfect one.""",4
13821053,It's a French name.,5
13828541,Jacob will give Nancy his credit card so she can buy a gift for his girlfriend on his behalf.,0
13862772,Bonnie is drinking at Marco's bar with Lola and Abbie.,0
13862772,Kyle will come to collect her.,1
13731133,Greta works in Englad as an au-pair.,0
13731133,She doesn't like the mom's behaviour.,1
13731133,Raisa advises Greta to call the agency.,2
13731133,Both girls are meeting in a pub on Friday after work.,3
13862374,Lena moved in to a new house.,0
13862374,Lena's neighbours are old and noisy and Lena is disappointed with her new home.,1
13862374,The house does not have built-in closets and there is a big tree in the middle of the garden that is hiding the sun all day.,2
13862374,Lena and Stefy will rest at the sea next month.,3
13716960,"Gina is reading ""Becoming"" by Michelle Obama, Noah ""Fantastic Beasts"" and Ian ""The Here and Now Habit"".",0
13716960,"Harry is listening to an audiobook ""Mythos"" by Stephan Fry.",1
13716960,"Kelly is reading ""Pride and Prejudice"" and then ""Crime and Punishment"", Toby ""Cure"" by Robin Cook, Bill ""Past Tense"" by Lee Child.",2
13820310,Stacey read the newspaper online.,0
13820310,5 teenagers died in an escape room fire in northern Poland.,1
13820310,Stacey and Lucas went to an escape room last year.,2
13813586,Alexandra is too busy to visit her relatives during Christmas.,0
13813586,"She has a lot of work, only 3 days off and the town is far away.",1
13813586,She may come at Easter and will definitely come in the summer.,2
13813586,Joanna misses Alexandra.,3
13814697,Carl can't come to the party because he has a date.,0
13814697,Carl and Steve will meet in the bar tomorrow.,1
13809961,"Jon's coming home for Christmas, but hasn't booked his tickets yet.",0
13809961,He'll fly with Auntie Shayla on 20 December and go back with her to Toronto after New Year's Eve.,1
13809961,Jon won't be coming with Shyann who's going to her parents in Charlottetown.,2
13730047,Clarice didn't get anything for Christmas.,0
13730047,Sebastian got chocolate.,1
13730047,Sebastian and Clarice will have dinner together tonight after 8.,2
13730047,They will have roasted chicken and red wine.,3
13716972,Martin has already bought a book for Dev.,0
13716972,Martin is out off town till Friday.,1
13716972,"Chris, Ruth and Ella want to buy a new backpack on Wednesday afternoon.",2
13681390,Mom will not make dinner.,0
13681390,Della is going to order pizza instead because she is busy trying a new kind of make-up.,1
13681390,Della wants to be a make-up artist.,2
13681390,She is not going to pay for the pizza because she does not have her own money.,3
13680773,Peggy can give the book to Jane when she travels to Belgium at the beginning of December.,0
13680773,Jane will let Peggy know if she wants the book.,1
13680773,Peggy will write to Jane at the end of November to schedule their meeting.,2
13729560,Mel finds Bohemian Rapsody good as well as disappointing.,0
13729560,Tish wanted to see it too but she'll wait for the DVD.,1
13681999,Dorothy and Caroline are gossiping about George and Jane splitting up.,0
13681999,George looked through Jane's messages.,1
13681999,They have been together for 7 years.,2
13828442,Sandra is at hospital and is feeling a little better now.,0
13828442,Bob will bring her some fruit when he visits her after work.,1
13681323,Wendy's computer does not turn on and Bill will come about 2 pm to fix it.,0
13681323,The Xerox machine at Wendy's office needs to be replaced.,1
13681323,Bill has sent Wendy a digital copy of the catalogue.,2
13681323,Bill will bring Wendy the hard copy of the catalogue.,3
13728487,Complaints have been made about John and he will be made redundant.,0
13728487,John should hand in his notice.,1
13728487,Rick will give him good reference.,2
13728487,They will meet on Wednesday.,3
13716549,"Mat named his dog after one of his favorite novels, Count of Monte Chris to.",0
13716549,Mark recommends the novel and Anna is keen to read it.,1
13716549,"She has 2 cats, Fluffy and Butters.",2
13829548,Bill's operation went well.,0
13829548,He spent the night at the hospital but was brought home this morning.,1
13829548,Judith has made reservations at the Queen and King suites.,2
13680655,George sold his Honda and saved a little for the down payment for the Harley.,0
13680655,He will give Stan a ride at 2.,1
13729277,Howard wants to take Jane out for a romantic dinner.,0
13729277,Jane is a trans woman and has a penis.,1
13729277,Howard doesn't like it.,2
13819049,Mary and Tom need some suggestions for bigger summer holidays with children and Amanda.,0
13819049,Jeff recommends Mauritius instead of Maldives as it's not that expensive and nice for children.,1
13819049,Jeff suggests flying with British Airways even though he always flies with Air France.,2
13682127-1,Fred is going to have a baby and he can't wait for it.,0
13730120,Penny will come to Sam's party.,0
13730120,Sam will go to the museum on Friday.,1
13730120,Penny won't.,2
13730120,Sam will give a lift to Penny's son.,3
13730120,Penny will move her party by two weeks at Sam's request.,4
13730120,Sam's guide on the museum tour was hard to understand.,5
13730120,Sam had lunch at a nice restaurant later.,6
13717185,"Roseanne wanted to go out for a beer with Kyle and Vince, and leave her kids with Megan.",0
13717185,"Megan will clean the house and give Roseanne's kids her famous chocolate cookies if they help, what made Roseanne change her mind, and she wants to join them.",1
13680658,Paul asked Alan for help in finding excel file with the annual budget that Phil needs for his presentation.,0
13680658,Alan helped Paul to find the file.,1
13862264,George is coming to Ania's wedding from abroad.,0
13862264,He doesn't know what to give to the newlyweds and he is quite unaware of Polish wedding traditions.,1
13862264,"Tomek explains him the usual turn of events: the holy mass, the gifts and the wishes.",2
13680359,Jared found two similar looking videos.,0
13680359,Lilly and Jared wonder if the similarity has been done on purpose.,1
13680359,Lilly will send the videos to Jonathan.,2
13828370,Luke is surprised to be so bad at the new game.,0
13828370,Ryan is always bad at multiplayer games.,1
13828370,He doesn't have time to play and instead he chooses real life.,2
13829887,There's a train strike on Monday.,0
13829887,Zoe's plane from Berlin lands at 10 AM and the trains are either at 9 AM or at 9 PM.,1
13829887,The meeting is at 3 PM.,2
13829887,Alan suggests that Zoe can arrive on Sunday at 8 PM.,3
13829887,Fred would host Zoe in Paris.,4
13829887,Zoe would make it for the 9 AM train.,5
13829887,Zoe will call her travel agency.,6
13812197,Elian did some house chores today.,0
13812197,He is angry because he lost a match in FIFA.,1
13829547,Daniel's ex-girlfriend broke up with him.,0
13829547,Daniel is still depressed and in love with her.,1
13829547,Jess wants to cheer Daniel up and take him out this weekend.,2
13829420,Madison is pregnant but she doesn't want to talk about it.,0
13829420,Patricia Stevens got married and she thought she was pregnant.,1
13731183,Gemma insists on Tommy not inviting Andy.,0
13731183,Andy is weird and an attention seeker.,1
13729910-1,Will has had his garden done up and has put a temporary pool there.,0
13729910-1,Will is satisfied with the work Jack has done in his garden.,1
13729910-1,Damian's parents want similar work done in their garden.,2
13729910-1,Will passes Jack's contact information to Damian at his request.,3
13819648,Marla found a pair of boxers under her bed.,0
13716871,Julieanne suspects Nick is cheating on her and will keep an eye on him.,0
13829891,Jenson and Alene are there.,0
13829891,Jenson is satisfied.,1
13829891,Fatima plans to go there with Lincoln.,2
13829891,Alene forgot her swimming suit.,3
13829891,Alene and Jenson will buy another one tomorrow.,4
13829891,Alene has problems with motivation and has quit all the diets she tried.,5
13829891,Jenson encourages Alene to treat her depressive states.,6
13819421,Tristan found out from an article that each year there are more male than female children born which is linked to an evolutionary theory.,0
13819421,Shane alleges an alternative theory linked to female sperms.,1
13809872,Bruno and Kate want to go on a sailing trip.,0
13809872,Tom will organise it and he recommends the Caribbean.,1
13809872,Kate'll ask him to prepare the cost estimation.,2
13730255,Amy's company is thinking of introducing work promoting scheme.,0
13730255,He told the boss that the idea was dumb and he wouldn't take part in it.,1
13681890-1,"Angela moved to California, because her mom got a job there.",0
13681890-1,"Angela wants to take her brother and kids to California too, so she takes a gap year.",1
13681890-1,Jack has his last PhD exam tomorrow.,2
13681890-1,Angela is going to Canada for working holiday for a few days.,3
13729997,He is really cool and Paulina talks to him basically every day.,0
13729997,They will meet in person next month if he is in town.,1
13682396,"Paulina talked to her bosses, her contract will be prolonged.",0
13682396,She asked for new duties and they want her to give her some things connected to marketing and social media.,1
13682396,The bosses will also think about a raise of her salary.,2
13682396,Paulina will be home around 3.40.,3
13864516,Kathryn is getting a cat.,0
13864516,Her mother hates cats.,1
13864516,Jacob and Paula will take care of her cat when she goes away.,2
13715948,Amber will grab Susan and Annie and go back to the Errigal.,0
13715948,Bailer and Mamon finished eating and are headed there.,1
13594095-1,Mark and Emily will go on a romantic date on Friday at 7 p.m. Later they might go to the Dragon's Den.,0
13594095-1,Emily is going to dress up.,1
13716230,Nancy wants to know which social media to use for her business.,0
13716230,"Vix proposes using Facebook, Instagram and Twitter and Phil using the same post all over in order to save time.",1
13821145,Tommy has an idea for a new larp.,0
13821145,It's about witches.,1
13821145,"There would be 2 factions, one of them possessed by demons.",2
13821145,Sarah suggests adding a third faction of demon hunters.,3
13821145,Sarah and Connor will help Tommy write it.,4
13821145,Aidy is busy with her own project.,5
13611672,John didn't show up for class due to some work issues with his boss.,0
13611672,"Cassandra, his teacher told him which exercises to do, and which chapter to study.",1
13611672,They are going to meet up for a beer sometime this week after class.,2
13731404,Mia is complaining about the cold.,0
13731404,Mia needs to buy gloves and warmer clothes.,1
13731404,"Ben thinks Mia should move to another country, like Spain.",2
13680928,Bob and Alice discuss the panel which will take place tomorrow.,0
13680928,Bob asks Alice's advice on what to talk about.,1
13729236,Al will write up some sheets for John.,0
13729236,Al wants to start trying for a baby soon but he needs a secure job first.,1
13729236,John will support Al in renewing his contract after Easter.,2
13729236,Al will see John at the staff meeting tomorrow.,3
13829991,Meg made a registration for both her flights: VVIHC2 for the Caracas Amsterdam and BGRYU8 for Amsterdam Toulouse.,0
13829991,She is leaving in two hours for the train station and then she's taking the bus to the airport.,1
13612150,Lucy wants to buy Hannah's rollerblades for her niece.,0
13612150,Hannah had an injury so she can't use them any more.,1
13612150,Lucy is worried about the scratches and insists on Hannah to lower the price.,2
13612150,Hanna claims it's a good price.,3
13612150,Lucy will come back to Hannah in the evening.,4
13681298,Tom wants to stay home for New Year's Eve.,0
13681298,Maggie will ask Tom if Chris and Jane can come over to celebrate New Year's Eve.,1
13727699,Alex advises Olivia on the purchase of a used bike online.,0
13727699,It's relevant that the bike fits her height.,1
13828325,"Tina needs to contact Michael Smith, but he's not in Chad's class anymore.",0
13828325,Michael deleted his facebook account and hasn't been at school for 3-4 months.,1
13828325,Tina was supposed to give him the tutoring.,2
13828325,Chad has his phone number and Tina will contact Michael's parents.,3
13716850,Ani's company has financial problems.,0
13716850,He's wondering if he should start looking for a new job.,1
13809967,"At a party, he made a hole in Luke's wall and vomited inside.",0
13809967,Someone cooked Luke's expensive sea fish.,1
13680115,The skin on Mona's hands is very dry.,0
13680115,No cream seems to be helping with it.,1
13680115,Jen advises Mona to drink more water as her dry skin might be due to dehydration.,2
13716430,Max and his friends watched the video about cannabis.,0
13716430,Allen believes that long term use has no consequences according to the research.,1
13716430,Jeremy explains it wasn't long term use but rather an occasional use.,2
13716430,Mark reckons they don't affect the lungs.,3
13716430,Virginia thinks MJ users won't believe anything bad.,4
13611567,Sarah paid 500 quid to go back home for Passover.,0
13611567,Sarah is going to the desert with the whole family.,1
13611567,Lia went to Negev last year.,2
13611567,Passover is both Lia and Sarah's favorite holiday.,3
13611567,Lia will talk to her mum about the tickets.,4
13611567,Sarah is flying on the 28th.,5
13680752,Mike and Charles complain about the government and understand young people that leave the country for work.,0
13680752,Mike is going to work abroad himself.,1
13680752,Charles is still thinking.,2
13728253-1,Chris attended a Halloween party at Luke's.,0
13728253-1,He has just woken up in the neighbour's house.,1
13728253-1,Chris probably trespassed on their property.,2
13715769,Harden gets advice on what printer to buy.,0
13716784,Jake fainted on his way home and he is in the hospital.,0
13716784,Jason visited him after ER called him.,1
13716784,Jake had some metabolic disorder related with sugar intake and he needs to change his food habits.,2
13716784,He will go home in a couple of days after some other check-ups.,3
13810030,Harris's friend Aoki died yesterday.,0
13810030,They suspect suicide.,1
13810030,Harris hasn't seen her lately as she lived in Michigan.,2
13730942,Agnes has an appointment with the specialist tomorrow for her back ache.,0
13730942,She's angry at Gary because he's not available today to meet her.,1
13818991,"Richie has different opinion on the last episode of QaF than Richmond, Daphne and Penelope, and it turns out he watches the UK version whereas the others watch the USA version.",0
13828925,Dave's Greek Tinder responded to his messages after three days of silence.,0
13828925,She was out of the country and didn't have coverage.,1
13828925,Dave is relieved she's not ghosting him.,2
13716420,Bea wants to go to the gingerbread museum tomorrow at 10.,0
13716420,Mark and Eli are on their way but won't arrive until late.,1
13716420,Bea will pick Jane up and they will take the bus.,2
13716420,Bea and Jane will wait for Mark and Eli as usual.,3
13730587,"George has seen ""Friends"" 10 times.",0
13730587,Anny has watched it 8 times.,1
13730587,Anny's favorite characters are Joey and Monica.,2
13730587,George and Anny consider Monica to be a mother figure in the series.,3
13730587,"They think ""Friends"" is the best series of all time.",4
13828817,Micky and Warren are on holiday in Mexico sending photos to Nelly.,0
13828817,He sent a photo of Chicken Itza Maya temple.,1
13828817,Peter is in FR at Rotary meeting.,2
13828817,He travels alone.,3
13828817,Thomas is coming next week.,4
13828817,He and Peter will go to Heidelberg.,5
13680353,"Kelly has recently changed a job and feels lonely in the new one, missing her previous colleagues.",0
13680353,William misses her too.,1
13716741,Janet will start queuing to enter the new supermarket at 7 am on her mother's request.,0
13716741,Vicky and Marta are very tired.,1
13731079,Marissa wants to give Gary framed pics of him and his dad as a gift.,0
13731079,Paula will send some pics of them to Marissa.,1
13681819,Cadence is talkative and won't let Lane sleep.,0
13864533,Ryan set up a meeting for the wrong time.,0
13864533,Tara will come at 8 AM.,1
13612036,Greg is anxious about his future.,0
13612036,He doesn't know whether he should go to college or find a job.,1
13612036,Maggie suggests that he should consider working as a paramedic or physiotherapist.,2
13681396,Dorothea and Lisa are having a party tomorrow.,0
13681396,There are 35 people on the guest list Lisa made.,1
13681396,"Dorothea expected about 25 people, but some will take their second half.",2
13681396,Tommy and Juliet managed to book an earlier train and they are also coming.,3
13820621,Troy is throwing a birthday party at his place this Friday as he is turning 25.,0
13820621,He is inviting around 15 people.,1
13820621,Troy's sister will be there too.,2
13820621,Tracey and Paul will come.,3
13820621,Troy will cook food for the guests.,4
13829959,Muriel got a terrible cold after coming back.,0
13829959,"She has no medications at home, so will treat herself with ginger, garlic and nose spray.",1
13828247,Larry and Diana talk about their homework.,0
13828247,"They have to prepare an English essay on the Pygmalian, an essay about the Hemingway's book and an essay for the history classes.",1
13828247,Larry is better at history classes.,2
13828247,"He will wrote an essay about the civil war, as he has recently watched avengers civil war.",3
13680943,Theo's going to stay near Torino in the region of Italian Alpes.,0
13680943,Toby wants to join the trip.,1
13680943,Theo agrees and will pick Toby up on Friday at 7 am.,2
13731352,Ricky will have his first surgery tomorrow.,0
13731352,He was surprised that doctor called him and offered a surgery date so soon as in the hospital he was told to wait until 2026.,1
13731352,He will have his knee done in Burlington.,2
13731352,Lucy is comforting Ricky.,3
13731352,They will meet for lunch later on.,4
13730653,Frank and Mike will probably go to the cinema to watch Ocean's on Saturday afternoon.,0
13828952,Michael publishes on Facebook terrible political comments and fights with people in comments.,0
13828952,Reese has known him since they were little.,1
13828952,"She will not unfriend him, following Nora's advice.",2
13680364,Greg has been offered a visiting professor position in Poland after a conference he attended and would like to know the realities of academic life in Poland.,0
13680364,Sam describes them to Greg.,1
13680364,Greg will respond that he is interested in the offer.,2
13864961,Olivia got a job offer for Project Manager position in Rennes.,0
13864961,They offer her 40k per year.,1
13864961,She doesn't know yet if she wants this job.,2
13816331,"Kamren does not want to meet today because her face is covered with spots, and she does not want to be around people.",0
13828385,Joanna and Daniel are invited to two parties on Friday night.,0
13828385,"On Saturday night they will go grocery shopping, and then they have late lunch with Daniel's parents.",1
13828385,"On the same day, they also need to clean and in the evening they are going to the theatre.",2
13716262-1,Scarlett is organizing a meeting about politics in Central Europe at the ASEEES conference.,0
13716262-1,She's looking for panellists with names and knowledge about the topic.,1
13716262-1,"Carter will talk to a famous historian called Pieter Judson, who has written a book about the Habsburg Empire and its fall.",2
13828741,Aria has just run into Charlie Evans.,0
13828741,"He is now married, with two daughters, and a family business.",1
13828741,She has also met Cooper Roy from high school.,2
13828741,"She used to have a crush on him, now she almost didn't recognise him.",3
13828741,Maverick and Aria miss the old times and think the world has changed for the worse.,4
13680578,Tori went for a date.,0
13680578,"She didn't like it, because she found the guy boring.",1
13680578,She's going to meet with Katie this weekend.,2
13729745,Flight from Nantes was cancelled.,0
13729745,Xavier can fly to Warsaw and then to Casa.,1
13729745,He will travel with Amy from Paris.,2
13820708,"Jayce is worried Jackie is not into him, because she didn't give him her number.",0
13820708,Peter is sure Jackie is seeing someone else.,1
13820708,Peter is a neighbor of Jackie and he sometimes sees her with another man.,2
13612039,Emily is going to Ray's birthday party next Saturday.,0
13612039,She will prepare mixed salad and bring beers to the party at 6 after her yoga class.,1
13829768,Violet is interested in the book Frankie is reading.,0
13829768,She will try to borrow it from the library.,1
13828862,Robin had an argument with a female colleague at work.,0
13828862,"He works with Stewart, ex-policeman, that has the same problems.",1
13828862,Female night staff and cleaners put the rubbish on the floor to check if he hoovers it.,2
13828862,She doesn't do any paperwork.,3
13828862,The manager supports her.,4
13828862,Robin needs this job.,5
13727857,Jake and Dimitry are discussing the political situation in Ukraine.,0
13727857,"Dimitry is not worried about his family that lives in Lviv; however, he is concerned by the negative economic impact of a conflict.",1
13828103,Fatima is worried about Jenson and Alene.,0
13828103,Alene has issues.,1
13828103,Lincoln doesn't want Fatima to worry about others too much.,2
13728413,Julie is going to New York to visit her friend.,0
13728413,Sophie will probably go to Cuba in summer.,1
13829126,Monica is busy taking care of her firstborn.,0
13729875,Josh works as a skiing instructor in Switzerland and he's really happy with his job.,0
13729875,Tina's corporation job is not so fascinating.,1
13729875,They're going to spend a skiing weekend in the high mountains in two weeks.,2
13828002,"Jake, Kelly, Greg and Tom want to go camping on the first weekend of May.",0
13828002,Jake invites Juliet and her boyfriend to join them.,1
13830110,"At the party, Leslie got drunk and broke a glass in the front door when she was trying to get out.",0
13830110,Olen got angry and he's going to talk to her today.,1
13830110,"Kevin's costume was destroyed, he got home half naked and his mum thought he had been raped.",2
13820247,"Matt, Anton and Paul are discussion their dislike of Theresa May and her negotiations regarding Brexit.",0
13682095,Helen is interested in swimming lessons at Celtic Leisure for her daughter Caitlin.,0
13682095,Caitlin is 6.,1
13682095,"Andy, a swimming coach, looks for a course for Caitlin.",2
13682095,"July is all booked up, but there is a beginner's course during the first 3 weeks of August.",3
13682095,It costs £150.,4
13682095,It's a bit more than Helen expected.,5
13612002,"Dee is trying to visit Caron, but due unfavorable circumstances both of them decide not to do it several times.",0
13612002,"Finally, they decide to go out dressed in a smart casual way.",1
13612002,Caron will be at Dee's place around 8.,2
13730723,Addy and Adam are going to look at a room for rent.,0
13730723,They can check-in there earlier but have to switch rooms midstay.,1
13730723,The owner doesn't accept pets.,2
13730723,"Adam's parents might be able to take cake of their dog, Fluffy.",3
13682413,Des East's last girlfriend tried to get out of the car while it was moving.,0
13682413,"Des wanted to rescue her, but she attacked him.",1
13682413,"Sue doesn't want to call Des, so Jason will do that.",2
13728991,Logan and Amelia discuss politics and Brexit.,0
13728991,Logan explains there is a problem with the customs union and the border.,1
13728991,They go to the pub to discuss the matter.,2
13682424,After what Sam told Anna in the restaurant she didn't talk to him for four days and now it's weird between them.,0
13682062,Daisy is in Naples.,0
13682062,Charlie recalls their meeting and wants to see her again.,1
13682062,He will come to Florence to see Daisy between 1-5 September.,2
13730788,Bill and Jen are collecting voices and aim for 20 in total.,0
13680665,Mark's friend is a photographer and wants Ava's cats to have a photo session.,0
13680665,This event is a source of stress for Ava as she will have to take care of the cats' looks.,1
13716373,"The general questions in ""Who wants to be a millionaire"" were difficult today.",0
13716373,"The one about strobing and the one about the 1-dollar bill were of special interest to Harry, Will and Meg.",1
13716373,Any woman should be able to answer a question about strobing.,2
13862514,Nell will be at the railway station at 6:34 and Justine will pick her up.,0
13862514,It is Nell's second visit to Wroclaw.,1
13862514,"They are planning to visit the zoo, the parks nearby and the Centennial Hall.",2
13716160,Gina will check out a hotel or spa voucher as a gift for her parents 30 anniversary.,0
13728690,Sam and Warren find it difficult to write 50 dialogues per week.,0
13827894,Moore received a letter from Roger with an offer.,0
13827894,He will accept the offer if Roger doesn't change the previously established price.,1
13829035,Nathan joined a music band as a lead singer.,0
13829035,Brandon will come to his next concert.,1
13729902,"Greg is on vacation, but the packet with the pain points sheet for the new ERP system will be sent in today's interoffice.",0
13729902,"Once it arrives, Grace should proceed with the accounting matters.",1
13717195-1,Brett enjoys racing games the most.,0
13717195-1,"John likes them too, but got bored quickly.",1
13717195-1,Andrew felt like that with playing sports games like Fifa.,2
13717195-1,They  argue why people buy the same game over and over.,3
13828845,Alice wants Rob to go to a store after he's finished work to look for a mirror like the one they had in the hall as it broke.,0
13820330,Matt will join Toby to play Diablo.,0
